Codigo,,Descripcion de productos,Ubicación,Cantidad,
210.08,133115090,Tornillo de Esponjosa de rosca parcial en titanio 6.5x90mm,AP/BAN-PLF-3,2,
210.09,133115095,Tornillo de Esponjosa de rosca parcial en titanio 6.5x95mm,AP/BAN-PLF-3,2,
210.1,133115100,Tornillo de Esponjosa de rosca parcial en titanio 6.5x100mm,AP/BAN-PLF-3,2,
202.01,123420105,Placa LISS proximal de Tibia en titanio de 5 orificios izq.,AP/BAN-PLT-1,1,
202.02,123420107,Placa LISS proximal de Tibia en titanio de 7 orificios izq.,AP/BAN-PLT-1,1,
202.03,123420109,Placa LISS proximal de Tibia en titanio de 9 orificios izq.,AP/BAN-PLT-1,1,
202.04,123420111,Placa LISS proximal de Tibia en titanio de 11 orificios izq.,AP/BAN-PLT-1,1,
202.05,123420113,Placa LISS proximal de Tibia en titanio de 13 orificios izq.,AP/BAN-PLT-1,1,
202.06,123420205,Placa LISS proximal de Tibia en titanio de 5 orificios der.,AP/BAN-PLT-1,1,
202.07,123420207,Placa LISS proximal de Tibia en titanio de 7 orificios der.,AP/BAN-PLT-1,1,
202.08,123420209,Placa LISS proximal de Tibia en titanio de 9 orificios der.,AP/BAN-PLT-1,1,
202.09,123420211,Placa LISS proximal de Tibia en titanio de 11 orificios der.,AP/BAN-PLT-1,1,
202.1,123420213,Placa LISS proximal de Tibia en titanio de 13 orificios der.,AP/BAN-PLT-1,1,
207.04,133202024,Tornillo bloqueado en titanio 5.0x24mm,AP/BAN-PLT-1,4,
207.05,133202026,Tornillo bloqueado en titanio 5.0x26mm,AP/BAN-PLT-1,4,
207.06,133202028,Tornillo bloqueado en titanio 5.0x28mm,AP/BAN-PLT-1,4,
207.07,133202030,Tornillo bloqueado en titanio 5.0x30mm,AP/BAN-PLT-1,4,
207.1,133202036,Tornillo bloqueado en titanio 5.0x36mm,AP/BAN-PLT-1,4,
207.11,133202038,Tornillo bloqueado en titanio 5.0x38mm,AP/BAN-PLT-1,4,
207.12,133202040,Tornillo bloqueado en titanio 5.0x40mm,AP/BAN-PLT-1,4,
207.13,133202042,Tornillo bloqueado en titanio 5.0x42mm,AP/BAN-PLT-1,2,
207.14,133202044,Tornillo bloqueado en titanio 5.0x44mm,AP/BAN-PLT-1,2,
207.17,133202050,Tornillo bloqueado en titanio 5.0x50mm,AP/BAN-PLT-1,2,
207.18,133202055,Tornillo bloqueado en titanio 5.0x55mm,AP/BAN-PLT-1,2,
207.19,133202060,Tornillo bloqueado en titanio 5.0x60mm,AP/BAN-PLT-1,2,
207.2,133202065,Tornillo bloqueado en titanio 5.0x65mm,AP/BAN-PLT-1,4,
207.21,133202070,Tornillo bloqueado en titanio 5.0x70mm,AP/BAN-PLT-1,4,
207.22,133202075,Tornillo bloqueado en titanio 5.0x75mm,AP/BAN-PLT-1,4,
207.23,133202080,Tornillo bloqueado en titanio 5.0x80mm,AP/BAN-PLT-1,4,
207.24,133202085,Tornillo bloqueado en titanio 5.0x85mm,AP/BAN-PLT-1,4,
207.25,133202090,Tornillo bloqueado en titanio 5.0x90mm,AP/BAN-PLT-1,4,
209.01,133111026,Tornillo Cortical en titanio 4.5x26mm,AP/BAN-PLT-1,2,
209.02,133111028,Tornillo Cortical en titanio 4.5x28mm,AP/BAN-PLT-1,2,
209.03,133111030,Tornillo Cortical en titanio 4.5x30mm,AP/BAN-PLT-1,2,
209.04,133111032,Tornillo Cortical en titanio 4.5x32mm,AP/BAN-PLT-1,2,
209.05,133111034,Tornillo Cortical en titanio 4.5x34mm,AP/BAN-PLT-1,2,
209.06,133111036,Tornillo Cortical en titanio 4.5x36mm,AP/BAN-PLT-1,2,
209.07,133111038,Tornillo Cortical en titanio 4.5x38mm,AP/BAN-PLT-1,2,
209.08,133111040,Tornillo Cortical en titanio 4.5x40mm,AP/BAN-PLT-1,2,
209.1,133111044,Tornillo Cortical en titanio 4.5x44mm,AP/BAN-PLT-1,2,
209.12,133111048,Tornillo Cortical en titanio 4.5x48mm,AP/BAN-PLT-1,2,
209.13,133111050,Tornillo Cortical en titanio 4.5x50mm,AP/BAN-PLT-1,2,
210.02,133115060,Tornillo de Esponjosa de rosca parcial en titanio 6.5x60mm,AP/BAN-PLT-1,2,
210.03,133115065,Tornillo de Esponjosa de rosca parcial en titanio 6.5x65mm,AP/BAN-PLT-1,2,
210.04,133115070,Tornillo de Esponjosa de rosca parcial en titanio 6.5x70mm,AP/BAN-PLT-1,2,
210.05,133115075,Tornillo de Esponjosa de rosca parcial en titanio 6.5x75mm,AP/BAN-PLT-1,2,
210.06,133115080,Tornillo de Esponjosa de rosca parcial en titanio 6.5x80mm,AP/BAN-PLT-1,2,
210.07,133115085,Tornillo de Esponjosa de rosca parcial en titanio 6.5x85mm,AP/BAN-PLT-1,2,
210.08,133115090,Tornillo de Esponjosa de rosca parcial en titanio 6.5x90mm,AP/BAN-PLT-1,2,
210.09,133115095,Tornillo de Esponjosa de rosca parcial en titanio 6.5x95mm,AP/BAN-PLT-1,2,
210.1,133115100,Tornillo de Esponjosa de rosca parcial en titanio 6.5x100mm,AP/BAN-PLT-1,2,
202.01,123420105,Placa LISS proximal de Tibia en titanio de 5 orificios izq.,AP/BAN-PLT-2,1,
202.02,123420107,Placa LISS proximal de Tibia en titanio de 7 orificios izq.,AP/BAN-PLT-2,1,
202.03,123420109,Placa LISS proximal de Tibia en titanio de 9 orificios izq.,AP/BAN-PLT-2,1,
202.04,123420111,Placa LISS proximal de Tibia en titanio de 11 orificios izq.,AP/BAN-PLT-2,1,
202.05,123420113,Placa LISS proximal de Tibia en titanio de 13 orificios izq.,AP/BAN-PLT-2,1,
202.06,123420205,Placa LISS proximal de Tibia en titanio de 5 orificios der.,AP/BAN-PLT-2,1,
202.07,123420207,Placa LISS proximal de Tibia en titanio de 7 orificios der.,AP/BAN-PLT-2,1,
202.08,123420209,Placa LISS proximal de Tibia en titanio de 9 orificios der.,AP/BAN-PLT-2,1,
202.09,123420211,Placa LISS proximal de Tibia en titanio de 11 orificios der.,AP/BAN-PLT-2,1,
202.1,123420213,Placa LISS proximal de Tibia en titanio de 13 orificios der.,AP/BAN-PLT-2,1,
207.04,133202024,Tornillo bloqueado en titanio 5.0x24mm,AP/BAN-PLT-2,4,
207.05,133202026,Tornillo bloqueado en titanio 5.0x26mm,AP/BAN-PLT-2,4,
207.06,133202028,Tornillo bloqueado en titanio 5.0x28mm,AP/BAN-PLT-2,4,
207.07,133202030,Tornillo bloqueado en titanio 5.0x30mm,AP/BAN-PLT-2,4,
207.08,133202032,Tornillo bloqueado en titanio 5.0x32mm,AP/BAN-PLT-2,2,
207.1,133202036,Tornillo bloqueado en titanio 5.0x36mm,AP/BAN-PLT-2,4,
207.11,133202038,Tornillo bloqueado en titanio 5.0x38mm,AP/BAN-PLT-2,4,
207.12,133202040,Tornillo bloqueado en titanio 5.0x40mm,AP/BAN-PLT-2,4,
207.13,133202042,Tornillo bloqueado en titanio 5.0x42mm,AP/BAN-PLT-2,2,
207.14,133202044,Tornillo bloqueado en titanio 5.0x44mm,AP/BAN-PLT-2,2,
207.17,133202050,Tornillo bloqueado en titanio 5.0x50mm,AP/BAN-PLT-2,1,
207.18,133202055,Tornillo bloqueado en titanio 5.0x55mm,AP/BAN-PLT-2,2,
207.19,133202060,Tornillo bloqueado en titanio 5.0x60mm,AP/BAN-PLT-2,2,
207.2,133202065,Tornillo bloqueado en titanio 5.0x65mm,AP/BAN-PLT-2,4,
207.21,133202070,Tornillo bloqueado en titanio 5.0x70mm,AP/BAN-PLT-2,4,
207.22,133202075,Tornillo bloqueado en titanio 5.0x75mm,AP/BAN-PLT-2,4,
207.23,133202080,Tornillo bloqueado en titanio 5.0x80mm,AP/BAN-PLT-2,4,
207.24,133202085,Tornillo bloqueado en titanio 5.0x85mm,AP/BAN-PLT-2,4,
207.25,133202090,Tornillo bloqueado en titanio 5.0x90mm,AP/BAN-PLT-2,4,
209.01,133111026,Tornillo Cortical en titanio 4.5x26mm,AP/BAN-PLT-2,2,
209.02,133111028,Tornillo Cortical en titanio 4.5x28mm,AP/BAN-PLT-2,2,
209.03,133111030,Tornillo Cortical en titanio 4.5x30mm,AP/BAN-PLT-2,2,
209.04,133111032,Tornillo Cortical en titanio 4.5x32mm,AP/BAN-PLT-2,2,
209.05,133111034,Tornillo Cortical en titanio 4.5x34mm,AP/BAN-PLT-2,2,
209.06,133111036,Tornillo Cortical en titanio 4.5x36mm,AP/BAN-PLT-2,2,
209.07,133111038,Tornillo Cortical en titanio 4.5x38mm,AP/BAN-PLT-2,2,
209.08,133111040,Tornillo Cortical en titanio 4.5x40mm,AP/BAN-PLT-2,2,
209.1,133111044,Tornillo Cortical en titanio 4.5x44mm,AP/BAN-PLT-2,2,
209.12,133111048,Tornillo Cortical en titanio 4.5x48mm,AP/BAN-PLT-2,2,
209.13,133111050,Tornillo Cortical en titanio 4.5x50mm,AP/BAN-PLT-2,2,
210.02,133115060,Tornillo de Esponjosa de rosca parcial en titanio 6.5x60mm,AP/BAN-PLT-2,2,
210.03,133115065,Tornillo de Esponjosa de rosca parcial en titanio 6.5x65mm,AP/BAN-PLT-2,2,
210.04,133115070,Tornillo de Esponjosa de rosca parcial en titanio 6.5x70mm,AP/BAN-PLT-2,2,
210.05,133115075,Tornillo de Esponjosa de rosca parcial en titanio 6.5x75mm,AP/BAN-PLT-2,2,
210.06,133115080,Tornillo de Esponjosa de rosca parcial en titanio 6.5x80mm,AP/BAN-PLT-2,2,
210.07,133115085,Tornillo de Esponjosa de rosca parcial en titanio 6.5x85mm,AP/BAN-PLT-2,2,
210.08,133115090,Tornillo de Esponjosa de rosca parcial en titanio 6.5x90mm,AP/BAN-PLT-2,2,
210.09,133115095,Tornillo de Esponjosa de rosca parcial en titanio 6.5x95mm,AP/BAN-PLT-2,2,
210.1,133115100,Tornillo de Esponjosa de rosca parcial en titanio 6.5x100mm,AP/BAN-PLT-2,2,
202.01,123420105,Placa LISS proximal de Tibia en titanio de 5 orificios izq.,AP/BAN-PLT-3,1,
202.02,123420107,Placa LISS proximal de Tibia en titanio de 7 orificios izq.,AP/BAN-PLT-3,1,
202.03,123420109,Placa LISS proximal de Tibia en titanio de 9 orificios izq.,AP/BAN-PLT-3,1,
202.04,123420111,Placa LISS proximal de Tibia en titanio de 11 orificios izq.,AP/BAN-PLT-3,1,
202.05,123420113,Placa LISS proximal de Tibia en titanio de 13 orificios izq.,AP/BAN-PLT-3,1,
202.06,123420205,Placa LISS proximal de Tibia en titanio de 5 orificios der.,AP/BAN-PLT-3,1,
202.07,123420207,Placa LISS proximal de Tibia en titanio de 7 orificios der.,AP/BAN-PLT-3,1,
202.08,123420209,Placa LISS proximal de Tibia en titanio de 9 orificios der.,AP/BAN-PLT-3,1,
202.09,123420211,Placa LISS proximal de Tibia en titanio de 11 orificios der.,AP/BAN-PLT-3,1,
202.1,123420213,Placa LISS proximal de Tibia en titanio de 13 orificios der.,AP/BAN-PLT-3,1,
207.04,133202024,Tornillo bloqueado en titanio 5.0x24mm,AP/BAN-PLT-3,4,
207.05,133202026,Tornillo bloqueado en titanio 5.0x26mm,AP/BAN-PLT-3,4,
207.06,133202028,Tornillo bloqueado en titanio 5.0x28mm,AP/BAN-PLT-3,4,
207.07,133202030,Tornillo bloqueado en titanio 5.0x30mm,AP/BAN-PLT-3,4,
207.08,133202032,Tornillo bloqueado en titanio 5.0x32mm,AP/BAN-PLT-3,3,
207.1,133202036,Tornillo bloqueado en titanio 5.0x36mm,AP/BAN-PLT-3,4,
207.11,133202038,Tornillo bloqueado en titanio 5.0x38mm,AP/BAN-PLT-3,4,
207.12,133202040,Tornillo bloqueado en titanio 5.0x40mm,AP/BAN-PLT-3,4,
207.13,133202042,Tornillo bloqueado en titanio 5.0x42mm,AP/BAN-PLT-3,2,
207.14,133202044,Tornillo bloqueado en titanio 5.0x44mm,AP/BAN-PLT-3,2,
207.17,133202050,Tornillo bloqueado en titanio 5.0x50mm,AP/BAN-PLT-3,2,
207.18,133202055,Tornillo bloqueado en titanio 5.0x55mm,AP/BAN-PLT-3,2,
207.19,133202060,Tornillo bloqueado en titanio 5.0x60mm,AP/BAN-PLT-3,2,
207.2,133202065,Tornillo bloqueado en titanio 5.0x65mm,AP/BAN-PLT-3,4,
207.21,133202070,Tornillo bloqueado en titanio 5.0x70mm,AP/BAN-PLT-3,4,
207.22,133202075,Tornillo bloqueado en titanio 5.0x75mm,AP/BAN-PLT-3,4,
207.23,133202080,Tornillo bloqueado en titanio 5.0x80mm,AP/BAN-PLT-3,4,
207.24,133202085,Tornillo bloqueado en titanio 5.0x85mm,AP/BAN-PLT-3,4,
207.25,133202090,Tornillo bloqueado en titanio 5.0x90mm,AP/BAN-PLT-3,4,
209.01,133111026,Tornillo Cortical en titanio 4.5x26mm,AP/BAN-PLT-3,2,
209.02,133111028,Tornillo Cortical en titanio 4.5x28mm,AP/BAN-PLT-3,2,
209.03,133111030,Tornillo Cortical en titanio 4.5x30mm,AP/BAN-PLT-3,2,
209.04,133111032,Tornillo Cortical en titanio 4.5x32mm,AP/BAN-PLT-3,2,
209.05,133111034,Tornillo Cortical en titanio 4.5x34mm,AP/BAN-PLT-3,2,
209.06,133111036,Tornillo Cortical en titanio 4.5x36mm,AP/BAN-PLT-3,2,
209.07,133111038,Tornillo Cortical en titanio 4.5x38mm,AP/BAN-PLT-3,2,
209.08,133111040,Tornillo Cortical en titanio 4.5x40mm,AP/BAN-PLT-3,2,
209.1,133111044,Tornillo Cortical en titanio 4.5x44mm,AP/BAN-PLT-3,2,
209.12,133111048,Tornillo Cortical en titanio 4.5x48mm,AP/BAN-PLT-3,2,
209.13,133111050,Tornillo Cortical en titanio 4.5x50mm,AP/BAN-PLT-3,2,
210.02,133115060,Tornillo de Esponjosa de rosca parcial en titanio 6.5x60mm,AP/BAN-PLT-3,2,
210.03,133115065,Tornillo de Esponjosa de rosca parcial en titanio 6.5x65mm,AP/BAN-PLT-3,2,
210.04,133115070,Tornillo de Esponjosa de rosca parcial en titanio 6.5x70mm,AP/BAN-PLT-3,2,
210.05,133115075,Tornillo de Esponjosa de rosca parcial en titanio 6.5x75mm,AP/BAN-PLT-3,2,
210.06,133115080,Tornillo de Esponjosa de rosca parcial en titanio 6.5x80mm,AP/BAN-PLT-3,2,
210.07,133115085,Tornillo de Esponjosa de rosca parcial en titanio 6.5x85mm,AP/BAN-PLT-3,2,
210.08,133115090,Tornillo de Esponjosa de rosca parcial en titanio 6.5x90mm,AP/BAN-PLT-3,2,
210.09,133115095,Tornillo de Esponjosa de rosca parcial en titanio 6.5x95mm,AP/BAN-PLT-3,2,
210.1,133115100,Tornillo de Esponjosa de rosca parcial en titanio 6.5x100mm,AP/BAN-PLT-3,2,
204.01,123228304,Placa bloqueada de Cadera en titanio de 4 orificios izq.,AP/BAN-PPF-1,1,
204.02,123228306,Placa bloqueada de Cadera en titanio de 6 orificios izq.,AP/BAN-PPF-1,1,
204.03,123228308,Placa bloqueada de Cadera en titanio de 8 orificios izq.,AP/BAN-PPF-1,0,
204.04,123228509,Placa bloqueada de Cadera en titanio de 9 orificios izq.,AP/BAN-PPF-1,1,
204.05,123228310,Placa bloqueada de Cadera en titanio de 10 orificios izq.,AP/BAN-PPF-1,0,
204.06,123228312,Placa bloqueada de Cadera en titanio de 12 orificios izq.,AP/BAN-PPF-1,1,
204.07,123228404,Placa bloqueada de Cadera en titanio de 4 orificios der.,AP/BAN-PPF-1,1,
204.08,123228406,Placa bloqueada de Cadera en titanio de 6 orificios der.,AP/BAN-PPF-1,1,
204.09,123228408,Placa bloqueada de Cadera en titanio de 8 orificios der.,AP/BAN-PPF-1,0,
204.1,123228609,Placa bloqueada de Cadera en titanio de 9 orificios der.,AP/BAN-PPF-1,1,
204.11,123228410,Placa bloqueada de Cadera en titanio de 10 orificios der.,AP/BAN-PPF-1,0,
204.12,123228412,Placa bloqueada de Cadera en titanio de 12 orificios der.,AP/BAN-PPF-1,1,
207.01,133202018,Tornillo bloqueado en titanio 5.0x18mm,AP/BAN-PPF-1,2,
207.02,133202020,Tornillo bloqueado en titanio 5.0x20mm,AP/BAN-PPF-1,2,
207.03,133202022,Tornillo bloqueado en titanio 5.0x22mm,AP/BAN-PPF-1,2,
207.04,133202024,Tornillo bloqueado en titanio 5.0x24mm,AP/BAN-PPF-1,2,
207.05,133202026,Tornillo bloqueado en titanio 5.0x26mm,AP/BAN-PPF-1,2,
207.06,133202028,Tornillo bloqueado en titanio 5.0x28mm,AP/BAN-PPF-1,2,
207.07,133202030,Tornillo bloqueado en titanio 5.0x30mm,AP/BAN-PPF-1,2,
207.08,133202032,Tornillo bloqueado en titanio 5.0x32mm,AP/BAN-PPF-1,2,
207.09,133202034,Tornillo bloqueado en titanio 5.0x34mm,AP/BAN-PPF-1,1,
207.1,133202036,Tornillo bloqueado en titanio 5.0x36mm,AP/BAN-PPF-1,2,
207.11,133202038,Tornillo bloqueado en titanio 5.0x38mm,AP/BAN-PPF-1,4,
207.12,133202040,Tornillo bloqueado en titanio 5.0x40mm,AP/BAN-PPF-1,4,
207.13,133202042,Tornillo bloqueado en titanio 5.0x42mm,AP/BAN-PPF-1,2,
207.15,133202046,Tornillo bloqueado en titanio 5.0x46mm,AP/BAN-PPF-1,2,
207.17,133202050,Tornillo bloqueado en titanio 5.0x50mm,AP/BAN-PPF-1,2,
207.18,133202055,Tornillo bloqueado en titanio 5.0x55mm,AP/BAN-PPF-1,2,
207.19,133202060,Tornillo bloqueado en titanio 5.0x60mm,AP/BAN-PPF-1,2,
207.2,133202065,Tornillo bloqueado en titanio 5.0x65mm,AP/BAN-PPF-1,2,
207.21,133202070,Tornillo bloqueado en titanio 5.0x70mm,AP/BAN-PPF-1,2,
207.22,133202075,Tornillo bloqueado en titanio 5.0x75mm,AP/BAN-PPF-1,2,
207.23,133202080,Tornillo bloqueado en titanio 5.0x80mm,AP/BAN-PPF-1,2,
207.24,133202085,Tornillo bloqueado en titanio 5.0x85mm,AP/BAN-PPF-1,3,
207.25,133202090,Tornillo bloqueado en titanio 5.0x90mm,AP/BAN-PPF-1,3,
209.01,133111026,Tornillo Cortical en titanio 4.5x26mm,AP/BAN-PPF-1,2,
209.02,133111028,Tornillo Cortical en titanio 4.5x28mm,AP/BAN-PPF-1,2,
209.03,133111030,Tornillo Cortical en titanio 4.5x30mm,AP/BAN-PPF-1,2,
209.04,133111032,Tornillo Cortical en titanio 4.5x32mm,AP/BAN-PPF-1,2,
209.05,133111034,Tornillo Cortical en titanio 4.5x34mm,AP/BAN-PPF-1,2,
209.06,133111036,Tornillo Cortical en titanio 4.5x36mm,AP/BAN-PPF-1,2,
209.07,133111038,Tornillo Cortical en titanio 4.5x38mm,AP/BAN-PPF-1,2,
209.08,133111040,Tornillo Cortical en titanio 4.5x40mm,AP/BAN-PPF-1,2,
209.09,133111042,Tornillo Cortical en titanio 4.5x42mm,AP/BAN-PPF-1,2,
209.1,133111044,Tornillo Cortical en titanio 4.5x44mm,AP/BAN-PPF-1,2,
209.11,133111046,Tornillo Cortical en titanio 4.5x46mm,AP/BAN-PPF-1,2,
209.12,133111048,Tornillo Cortical en titanio 4.5x48mm,AP/BAN-PPF-1,2,
209.13,133111050,Tornillo Cortical en titanio 4.5x50mm,AP/BAN-PPF-1,2,
209.14,133111054,Tornillo Cortical en titanio 4.5x54mm,AP/BAN-PPF-1,2,
209.15,133111058,Tornillo Cortical en titanio 4.5x58mm,AP/BAN-PPF-1,2,
210.02,133115060,Tornillo de Esponjosa de rosca parcial en titanio 6.5x60mm,AP/BAN-PPF-1,2,
210.03,133115065,Tornillo de Esponjosa de rosca parcial en titanio 6.5x65mm,AP/BAN-PPF-1,2,
210.04,133115070,Tornillo de Esponjosa de rosca parcial en titanio 6.5x70mm,AP/BAN-PPF-1,2,
210.05,133115075,Tornillo de Esponjosa de rosca parcial en titanio 6.5x75mm,AP/BAN-PPF-1,2,
210.06,133115080,Tornillo de Esponjosa de rosca parcial en titanio 6.5x80mm,AP/BAN-PPF-1,2,
210.07,133115085,Tornillo de Esponjosa de rosca parcial en titanio 6.5x85mm,AP/BAN-PPF-1,2,
210.08,133115090,Tornillo de Esponjosa de rosca parcial en titanio 6.5x90mm,AP/BAN-PPF-1,2,
210.09,133115095,Tornillo de Esponjosa de rosca parcial en titanio 6.5x95mm,AP/BAN-PPF-1,2,
210.1,133115100,Tornillo de Esponjosa de rosca parcial en titanio 6.5x100mm,AP/BAN-PPF-1,2,
,,Tornillo de Esponjosa de rosca completa en titanio 6.5x60mm,AP/BAN-PPF-1,1,
211.01,133117070,Tornillo de Esponjosa de rosca completa en titanio 6.5x70mm,AP/BAN-PPF-1,2,
211.02,133117075,Tornillo de Esponjosa de rosca completa en titanio 6.5x75mm,AP/BAN-PPF-1,2,
211.03,133117080,Tornillo de Esponjosa de rosca completa en titanio 6.5x80mm,AP/BAN-PPF-1,2,
211.04,133117085,Tornillo de Esponjosa de rosca completa en titanio 6.5x85mm,AP/BAN-PPF-1,2,
211.05,133117090,Tornillo de Esponjosa de rosca completa en titanio 6.5x90mm,AP/BAN-PPF-1,2,
212.01,133218050,Tornillo bloqueado en titanio 6.5x50mm,AP/BAN-PPF-1,3,
212.02,133218055,Tornillo bloqueado en titanio 6.5x55mm,AP/BAN-PPF-1,3,
212.03,133218060,Tornillo bloqueado en titanio 6.5x60mm,AP/BAN-PPF-1,3,
212.04,133218065,Tornillo bloqueado en titanio 6.5x65mm,AP/BAN-PPF-1,3,
212.05,133218070,Tornillo bloqueado en titanio 6.5x70mm,AP/BAN-PPF-1,3,
212.06,133218075,Tornillo bloqueado en titanio 6.5x75mm,AP/BAN-PPF-1,3,
212.07,133218080,Tornillo bloqueado en titanio 6.5x80mm,AP/BAN-PPF-1,3,
212.08,133218085,Tornillo bloqueado en titanio 6.5x85mm,AP/BAN-PPF-1,3,
212.09,133218090,Tornillo bloqueado en titanio 6.5x90mm,AP/BAN-PPF-1,3,
212.1,133218095,Tornillo bloqueado en titanio 6.5x95mm,AP/BAN-PPF-1,3,
205.01,123121008,Placa bloqueada 4.5 ancha en titanio de 8 orificios,AP/BAN-4.5R-1,1,
205.02,123121010,Placa bloqueada 4.5 ancha en titanio de 10 orificios,AP/BAN-4.5R-1,1,
205.03,123121012,Placa bloqueada 4.5 ancha en titanio de 12 orificios,AP/BAN-4.5R-1,1,
205.04,123121014,Placa bloqueada 4.5 ancha en titanio de 14 orificios,AP/BAN-4.5R-1,1,
205.05,123221016,Placa bloqueada 4.5 ancha en titanio de 16 orificios,AP/BAN-4.5R-1,1,
206.01,123222008,Placa bloqueada 4.5 estrecha en titanio de 8 orificios,AP/BAN-4.5R-1,1,
206.02,123222010,Placa bloqueada 4.5 estrecha en titanio de 10 orificios,AP/BAN-4.5R-1,1,
206.03,123222012,Placa bloqueada 4.5 estrecha en titanio de 12 orificios,AP/BAN-4.5R-1,1,
206.04,123222014,Placa bloqueada 4.5 estrecha en titanio de 14 orificios,AP/BAN-4.5R-1,1,
206.05,123222016,Placa bloqueada 4.5 estrecha en titanio de 16 orificios,AP/BAN-4.5R-1,1,
207.04,133202024,Tornillo bloqueado en titanio 5.0x24mm,AP/BAN-4.5R-1,4,
207.05,133202026,Tornillo bloqueado en titanio 5.0x26mm,AP/BAN-4.5R-1,4,
207.06,133202028,Tornillo bloqueado en titanio 5.0x28mm,AP/BAN-4.5R-1,4,
207.07,133202030,Tornillo bloqueado en titanio 5.0x30mm,AP/BAN-4.5R-1,4,
207.08,133202032,Tornillo bloqueado en titanio 5.0x32mm,AP/BAN-4.5R-1,4,
207.09,133202034,Tornillo bloqueado en titanio 5.0x34mm,AP/BAN-4.5R-1,4,
207.1,133202036,Tornillo bloqueado en titanio 5.0x36mm,AP/BAN-4.5R-1,4,
207.11,133202038,Tornillo bloqueado en titanio 5.0x38mm,AP/BAN-4.5R-1,4,
207.12,133202040,Tornillo bloqueado en titanio 5.0x40mm,AP/BAN-4.5R-1,4,
207.13,133202042,Tornillo bloqueado en titanio 5.0x42mm,AP/BAN-4.5R-1,4,
207.14,133202044,Tornillo bloqueado en titanio 5.0x44mm,AP/BAN-4.5R-1,2,
207.15,133202046,Tornillo bloqueado en titanio 5.0x46mm,AP/BAN-4.5R-1,2,
207.16,133202048,Tornillo bloqueado en titanio 5.0x48mm,AP/BAN-4.5R-1,2,
207.17,133202050,Tornillo bloqueado en titanio 5.0x50mm,AP/BAN-4.5R-1,2,
207.18,133202055,Tornillo bloqueado en titanio 5.0x55mm,AP/BAN-4.5R-1,2,
207.19,133202060,Tornillo bloqueado en titanio 5.0x60mm,AP/BAN-4.5R-1,2,
207.2,133202065,Tornillo bloqueado en titanio 5.0x65mm,AP/BAN-4.5R-1,2,
209.01,133111026,Tornillo Cortical en titanio 4.5x26mm,AP/BAN-4.5R-1,2,
209.02,133111028,Tornillo Cortical en titanio 4.5x28mm,AP/BAN-4.5R-1,2,
209.03,133111030,Tornillo Cortical en titanio 4.5x30mm,AP/BAN-4.5R-1,2,
209.04,133111032,Tornillo Cortical en titanio 4.5x32mm,AP/BAN-4.5R-1,2,
209.05,133111034,Tornillo Cortical en titanio 4.5x34mm,AP/BAN-4.5R-1,2,
209.06,133111036,Tornillo Cortical en titanio 4.5x36mm,AP/BAN-4.5R-1,2,
209.07,133111038,Tornillo Cortical en titanio 4.5x38mm,AP/BAN-4.5R-1,2,
209.08,133111040,Tornillo Cortical en titanio 4.5x40mm,AP/BAN-4.5R-1,2,
209.09,133111042,Tornillo Cortical en titanio 4.5x42mm,AP/BAN-4.5R-1,2,
209.1,133111044,Tornillo Cortical en titanio 4.5x44mm,AP/BAN-4.5R-1,2,
209.11,133111046,Tornillo Cortical en titanio 4.5x46mm,AP/BAN-4.5R-1,2,
209.12,133111048,Tornillo Cortical en titanio 4.5x48mm,AP/BAN-4.5R-1,2,
209.13,133111050,Tornillo Cortical en titanio 4.5x50mm,AP/BAN-4.5R-1,2,
205.01,123121008,Placa bloqueada 4.5 ancha en titanio de 8 orificios,AP/BAN-4.5R-3,1,
205.02,123121010,Placa bloqueada 4.5 ancha en titanio de 10 orificios,AP/BAN-4.5R-3,1,
205.03,123121012,Placa bloqueada 4.5 ancha en titanio de 12 orificios,AP/BAN-4.5R-3,1,
205.04,123121014,Placa bloqueada 4.5 ancha en titanio de 14 orificios,AP/BAN-4.5R-3,1,
205.05,123221016,Placa bloqueada 4.5 ancha en titanio de 16 orificios,AP/BAN-4.5R-3,1,
206.01,123222008,Placa bloqueada 4.5 estrecha en titanio de 8 orificios,AP/BAN-4.5R-3,1,
206.02,123222010,Placa bloqueada 4.5 estrecha en titanio de 10 orificios,AP/BAN-4.5R-3,1,
206.03,123222012,Placa bloqueada 4.5 estrecha en titanio de 12 orificios,AP/BAN-4.5R-3,1,
206.04,123222014,Placa bloqueada 4.5 estrecha en titanio de 14 orificios,AP/BAN-4.5R-3,1,
206.05,123222016,Placa bloqueada 4.5 estrecha en titanio de 16 orificios,AP/BAN-4.5R-3,1,
207.04,133202024,Tornillo bloqueado en titanio 5.0x24mm,AP/BAN-4.5R-3,4,
207.05,133202026,Tornillo bloqueado en titanio 5.0x26mm,AP/BAN-4.5R-3,4,
207.06,133202028,Tornillo bloqueado en titanio 5.0x28mm,AP/BAN-4.5R-3,4,
207.07,133202030,Tornillo bloqueado en titanio 5.0x30mm,AP/BAN-4.5R-3,4,
207.08,133202032,Tornillo bloqueado en titanio 5.0x32mm,AP/BAN-4.5R-3,4,
207.1,133202036,Tornillo bloqueado en titanio 5.0x36mm,AP/BAN-4.5R-3,4,
207.11,133202038,Tornillo bloqueado en titanio 5.0x38mm,AP/BAN-4.5R-3,4,
